2025-04-26 14:41:25.495 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF677E500>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: did you hear about the injuries she sustained . | Trigger: ['injuries']
2025-04-26 14:41:32.502 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB3E20>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: seven people convicted last week in vietnam's biggest-ever criminal trial , including two former senior government officials , have requested an appeal of the verdicts , a court official said tuesday . | Trigger: ['convicted', 'appeal', 'trial']
2025-04-26 14:41:32.505 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB1B70>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and-- so it's kind of up in the air now-- because he-- i believe he got first degree murder and-- um and then got manslaughter on the baby . | Trigger: ['got', 'got']
2025-04-26 14:41:32.508 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB34C0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr , andrea yates , by ruling that one of the prosecutor's expert witnesses gave false testimony at her trial . | Trigger: ['convictions', 'appeals', 'trial']
2025-04-26 14:41:32.511 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF59668F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: in last year's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern sudan were used to transport abducted women and children . | Trigger: ['convicted', 'trial', 'transport']
2025-04-26 14:41:32.516 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB2F80>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['found', 'murdering', 'trials / peterson', 'unborn']
2025-04-26 14:41:32.520 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5AFFC40>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: seven people convicted last week in vietnam's biggest-ever criminal trial , including two former senior government officials , have requested an appeal of the verdicts , a court official said tuesday . | Trigger: ['convicted', 'appeal', 'trial']
2025-04-26 14:41:32.523 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626BE20>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and-- so it's kind of up in the air now-- because he-- i believe he got first degree murder and-- um and then got manslaughter on the baby . | Trigger: ['got', 'got']
2025-04-26 14:41:32.526 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF62687F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr , andrea yates , by ruling that one of the prosecutor's expert witnesses gave false testimony at her trial . | Trigger: ['convictions', 'appeals', 'trial']
2025-04-26 14:41:32.527 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 0 cannot extract event list after 3 attempts. | Text: in last year's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern sudan were used to transport abducted women and children . | Trigger: ['convicted', 'trial', 'transport']
2025-04-26 14:41:32.528 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 4 cannot extract event list after 3 attempts. | Text: criminal trials / peterson scott peterson has been found guilty of murdering his wife laci and their unborn son , and he now faces the death penalty . | Trigger: ['found', 'murdering', 'trials / peterson', 'unborn']
2025-04-26 14:41:32.530 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 1 cannot extract event list after 3 attempts. | Text: seven people convicted last week in vietnam's biggest-ever criminal trial , including two former senior government officials , have requested an appeal of the verdicts , a court official said tuesday . | Trigger: ['convicted', 'appeal', 'trial']
2025-04-26 14:41:32.531 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 2 cannot extract event list after 3 attempts. | Text: and-- so it's kind of up in the air now-- because he-- i believe he got first degree murder and-- um and then got manslaughter on the baby . | Trigger: ['got', 'got']
2025-04-26 14:41:32.533 | ERROR    | extractor.consumer:worker:171 - [FAIL] Worker 3 cannot extract event list after 3 attempts. | Text: feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr , andrea yates , by ruling that one of the prosecutor's expert witnesses gave false testimony at her trial . | Trigger: ['convictions', 'appeals', 'trial']
2025-04-26 14:41:32.538 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626AB90>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the court convicted the paper of violating article 25 of the press law , which prohibits the publication of material that defames religion or incites religiously unacceptable activity . | Trigger: ['convicted']
2025-04-26 14:41:32.542 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5AFFFD0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and-- so it's kind of up in the air now-- because he-- i believe he got first degree murder and-- um and then got manslaughter on the baby . | Trigger: ['got', 'got']
2025-04-26 14:41:32.546 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5DB2A70>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: today the 1st court of appeals overturned the convictions and ordered a new trial . | Trigger: ['convictions', 'trial']
2025-04-26 14:41:32.547 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF62687F0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: i-it just , i don't know what would happen if he was found guilty , but now i think they said that they wanted to prove that-- you know , okay , we're not going to let this guy walk , like , don't let this guy walk either , big high profile case . | Trigger: ['walk', 'guilty']
2025-04-26 14:41:32.550 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 1/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF62698D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: but you know what , it's like i think they didn't want to find him guilty because remember when ~ oj was not found guilty ? | Trigger: ['not found', 'guilty']
2025-04-26 14:41:32.555 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF62680D0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the court convicted the paper of violating article 25 of the press law , which prohibits the publication of material that defames religion or incites religiously unacceptable activity . | Trigger: ['convicted']
2025-04-26 14:41:32.558 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 4 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626BA90>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: and-- so it's kind of up in the air now-- because he-- i believe he got first degree murder and-- um and then got manslaughter on the baby . | Trigger: ['got', 'got']
2025-04-26 14:41:32.561 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 1 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626B160>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: today the 1st court of appeals overturned the convictions and ordered a new trial . | Trigger: ['convictions', 'trial']
2025-04-26 14:41:32.564 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 2 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF626B2E0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: i-it just , i don't know what would happen if he was found guilty , but now i think they said that they wanted to prove that-- you know , okay , we're not going to let this guy walk , like , don't let this guy walk either , big high profile case . | Trigger: ['walk', 'guilty']
2025-04-26 14:41:32.567 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 2/3] Worker 3 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5C49000>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: but you know what , it's like i think they didn't want to find him guilty because remember when ~ oj was not found guilty ? | Trigger: ['not found', 'guilty']
2025-04-26 14:41:32.571 | ERROR    | extractor.consumer:worker:167 - [ERROR at ATTEMPT 3/3] Worker 0 got error: HTTPSConnectionPool(host='generativelanguage.googleapis.com', port=443): Max retries exceeded with url: /v1beta/models/gemini-2.0-flash-lite:generateContent (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x000001FBF5C48EB0>: Failed to resolve 'generativelanguage.googleapis.com' ([Errno 11001] getaddrinfo failed)")) | Text: the court convicted the paper of violating article 25 of the press law , which prohibits the publication of material that defames religion or incites religiously unacceptable activity . | Trigger: ['convicted']
